_id,Year,County Name,Race/Ethnicity,No Early Prenatal Care,Births,SUIDS,Infant Dealths Counts,Preterm Birth,Female Population Age 15-44
966,2016,Ripley,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,106
967,2016,Rush,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,57
968,2016,Steuben,Hispanic,Suppressed,20,Suppressed,Suppressed,Suppressed,261
969,2017,Huntington,Hispanic,Suppressed,15,Suppressed,Suppressed,Suppressed,212
970,2017,Montgomery,Hispanic,Suppressed,25,Suppressed,Suppressed,Suppressed,375
971,2017,Noble,Hispanic,Suppressed,91,Suppressed,Suppressed,Suppressed,1132
972,2017,Rush,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,60
973,2017,Scott,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,109
974,2017,Shelby,Hispanic,Suppressed,30,Suppressed,Suppressed,Suppressed,386
975,2017,Vigo,Hispanic,Suppressed,24,Suppressed,Suppressed,Suppressed,525
976,2018,Clark,Hispanic,59,104,Suppressed,Suppressed,10,1390
977,2018,Dearborn,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,129
978,2018,Delaware,Hispanic,Suppressed,31,Suppressed,Suppressed,Suppressed,766
979,2018,Fayette,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,79
980,2018,Hamilton,Hispanic,63,178,Suppressed,Suppressed,22,3350
981,2018,Huntington,Hispanic,Suppressed,16,Suppressed,Suppressed,Suppressed,222
982,2018,LaPorte,Hispanic,47,114,Suppressed,Suppressed,Suppressed,1561
983,2018,Lawrence,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,160
984,2019,Daviess,Hispanic,15,39,Suppressed,Suppressed,Suppressed,363
985,2019,Fulton,Hispanic,Suppressed,12,Suppressed,Suppressed,Suppressed,227
986,2019,Harrison,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,176
987,2019,Madison,Hispanic,Suppressed,91,Suppressed,Suppressed,Suppressed,1197
988,2019,Monroe,Hispanic,15,65,Suppressed,Suppressed,Suppressed,1639
989,2019,Tippecanoe,Hispanic,79,271,Suppressed,Suppressed,27,4195
990,2019,Vanderburgh,Hispanic,39,89,Suppressed,Suppressed,Suppressed,1203
991,2014,Benton,Non-Hispanic White,36,99,Suppressed,Suppressed,Suppressed,1375
992,2014,Blackford,Non-Hispanic White,45,Suppressed,Suppressed,Suppressed,Suppressed,1966
993,2014,Clark,Non-Hispanic White,336,1166,Suppressed,10,113,18651
994,2014,Kosciusko,Non-Hispanic White,587,937,Suppressed,Suppressed,82,12725
995,2014,Lawrence,Non-Hispanic White,Suppressed,475,Suppressed,Suppressed,Suppressed,7389
996,2014,Martin,Non-Hispanic White,29,Suppressed,Suppressed,Suppressed,Suppressed,1656
997,2014,Montgomery,Non-Hispanic White,106,390,Suppressed,Suppressed,28,5944
998,2014,Owen,Non-Hispanic White,Suppressed,209,Suppressed,Suppressed,16,3290
999,2014,Ripley,Non-Hispanic White,75,316,Suppressed,Suppressed,Suppressed,4893
1000,2014,Scott,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,24,4176
1001,2014,Shelby,Non-Hispanic White,125,480,Suppressed,Suppressed,Suppressed,7296
1002,2014,Vermillion,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,22,2622
1003,2014,White,Non-Hispanic White,80,231,Suppressed,Suppressed,Suppressed,3487
1004,2015,Delaware,Non-Hispanic White,234,1039,Suppressed,Suppressed,121,22998
1005,2015,Huntington,Non-Hispanic White,103,415,Suppressed,Suppressed,Suppressed,6436
1006,2015,Marion,Non-Hispanic White,1722,6902,8,47,684,110973
1007,2015,Pulaski,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,12,1959
1008,2015,Vanderburgh,Non-Hispanic White,377,1802,Suppressed,5,172,30128
1009,2016,Allen,Non-Hispanic White,1188,3612,Suppressed,21,305,52441
1010,2016,Bartholomew,Non-Hispanic White,245,819,Suppressed,Suppressed,70,12017
1011,2016,Jennings,Non-Hispanic White,90,301,Suppressed,Suppressed,25,4712
1012,2016,Whitley,Non-Hispanic White,99,398,Suppressed,Suppressed,Suppressed,5416
1013,2017,Clark,Non-Hispanic White,296,1199,Suppressed,Suppressed,116,18354
1014,2017,Delaware,Non-Hispanic White,188,961,Suppressed,Suppressed,91,22155
1015,2017,Grant,Non-Hispanic White,160,669,Suppressed,Suppressed,76,11051
1016,2017,Jackson,Non-Hispanic White,124,461,Suppressed,Suppressed,39,7024
1017,2017,Jasper,Non-Hispanic White,102,343,Suppressed,Suppressed,Suppressed,5410
1018,2017,Knox,Non-Hispanic White,75,390,Suppressed,Suppressed,37,6125
1019,2017,Ohio,Non-Hispanic White,10,70,Suppressed,Suppressed,Suppressed,858
1020,2017,Perry,Non-Hispanic White,Suppressed,208,Suppressed,Suppressed,22,2795
1021,2017,Vigo,Non-Hispanic White,358,1081,Suppressed,Suppressed,127,18045
1022,2018,Allen,Non-Hispanic White,1387,3529,Suppressed,15,308,52345
1023,2018,Elkhart,Non-Hispanic White,756,2064,Suppressed,9,153,27621
1024,2018,Jay,Non-Hispanic White,76,261,Suppressed,Suppressed,Suppressed,3302
1025,2018,Morgan,Non-Hispanic White,176,715,Suppressed,5,73,11634
1026,2018,Ohio,Non-Hispanic White,Suppressed,45,Suppressed,Suppressed,Suppressed,874
1027,2018,Posey,Non-Hispanic White,Suppressed,274,Suppressed,Suppressed,Suppressed,4034
1028,2018,Rush,Non-Hispanic White,Suppressed,189,Suppressed,Suppressed,Suppressed,2739
1029,2018,Scott,Non-Hispanic White,81,225,Suppressed,Suppressed,24,4021
1030,2018,Steuben,Non-Hispanic White,126,361,Suppressed,Suppressed,Suppressed,5146
1031,2018,Tipton,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,2293
1032,2018,Wabash,Non-Hispanic White,88,297,Suppressed,Suppressed,28,5152
1033,2018,Unknown,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,
1034,2019,Clark,Non-Hispanic White,219,851,Suppressed,5,51,18169
1035,2019,Clay,Non-Hispanic White,72,306,Suppressed,Suppressed,Suppressed,4464
1036,2019,Fountain,Non-Hispanic White,38,157,Suppressed,Suppressed,Suppressed,2588
1037,2019,Harrison,Non-Hispanic White,72,319,Suppressed,Suppressed,19,6675
1038,2019,Marion,Non-Hispanic White,1479,5978,6,37,578,108445
1039,2019,Noble,Non-Hispanic White,220,519,Suppressed,Suppressed,33,7200
1040,2019,Pike,Non-Hispanic White,22,Suppressed,Suppressed,Suppressed,18,1906
1041,2019,Randolph,Non-Hispanic White,61,220,Suppressed,Suppressed,16,3823
1042,2019,Union,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,1135
1043,2019,White,Non-Hispanic White,47,247,Suppressed,Suppressed,Suppressed,3355
1044,2014,Carroll,All,58,220,Suppressed,Suppressed,Suppressed,3459
1045,2014,Dearborn,All,113,510,Suppressed,Suppressed,46,8679
1046,2014,Franklin,All,51,250,Suppressed,Suppressed,22,3975
1047,2014,Gibson,All,83,433,Suppressed,Suppressed,35,6022
1048,2014,Johnson,All,506,1814,Suppressed,Suppressed,155,29182
1049,2014,Lagrange,All,434,699,Suppressed,Suppressed,39,6957
1050,2014,LaPorte,All,592,1331,Suppressed,10,138,18867
1051,2014,Noble,All,242,630,Suppressed,Suppressed,55,8694
1052,2014,Ohio,All,11,52,Suppressed,Suppressed,Suppressed,971
1053,2014,Vanderburgh,All,711,2236,Suppressed,21,253,36620
1054,2015,Allen,All,2302,5270,5,41,495,73819
1055,2015,Blackford,All,26,121,Suppressed,Suppressed,10,2015
1056,2015,Cass,All,197,495,Suppressed,9,50,6679
1057,2015,Hancock,All,126,824,Suppressed,5,85,13406
1058,2015,Henry,All,110,476,Suppressed,Suppressed,41,7922
1059,2015,Lagrange,All,430,753,Suppressed,5,45,7049
1060,2015,Marshall,All,242,608,Suppressed,6,45,8257
1061,2015,Morgan,All,217,776,Suppressed,Suppressed,72,12469
1062,2015,Ohio,All,11,54,Suppressed,Suppressed,Suppressed,944
1063,2015,Orange,All,70,240,Suppressed,Suppressed,17,3379
1064,2015,Parke,All,93,228,Suppressed,Suppressed,18,3452
1065,2015,Perry,All,72,235,Suppressed,Suppressed,29,2976
1066,2015,Rush,All,41,188,Suppressed,Suppressed,18,2919
1067,2015,Sullivan,All,61,206,Suppressed,Suppressed,15,3385
1068,2015,Tipton,All,30,144,Suppressed,Suppressed,16,2511
1069,2016,Carroll,All,63,218,Suppressed,Suppressed,15,3414
1070,2016,Delaware,All,298,1173,Suppressed,7,116,26278
1071,2016,Elkhart,All,1171,3130,5,31,309,38806
1072,2016,Fountain,All,57,168,Suppressed,Suppressed,13,2772
1073,2016,Porter,All,515,1757,Suppressed,8,171,31997
1074,2016,Posey,All,40,263,Suppressed,Suppressed,27,4367
1075,2016,Sullivan,All,65,199,Suppressed,5,17,3328
1076,2016,Tippecanoe,All,668,2358,Suppressed,8,203,45250
1077,2016,White,All,87,296,Suppressed,Suppressed,20,3868
1078,2017,Clinton,All,125,429,Suppressed,Suppressed,33,5750
1079,2017,Daviess,All,213,553,Suppressed,Suppressed,36,5867
1080,2017,Fayette,All,89,278,Suppressed,Suppressed,29,4003
1081,2017,Henry,All,123,450,Suppressed,Suppressed,51,7783
1082,2017,Huntington,All,100,424,Suppressed,Suppressed,47,6726
1083,2017,Jennings,All,102,347,Suppressed,Suppressed,28,4871
1084,2017,Kosciusko,All,589,1057,Suppressed,9,89,14728
1085,2017,Martin,All,25,113,Suppressed,Suppressed,17,1631
1086,2017,Spencer,All,43,214,Suppressed,Suppressed,15,3366
1087,2017,Tippecanoe,All,507,2240,Suppressed,17,229,45791
1088,2017,Vanderburgh,All,518,2127,Suppressed,15,219,36180
1089,2017,Warrick,All,104,640,Suppressed,5,72,11076
1090,2018,Crawford,All,26,115,Suppressed,Suppressed,15,1684
1091,2018,Elkhart,All,1273,3116,5,26,265,38896
1092,2018,Hamilton,All,575,3781,Suppressed,14,339,65839
1093,2018,Jay,All,103,306,Suppressed,Suppressed,41,3499
1094,2018,Madison,All,361,1403,Suppressed,8,159,23143
1095,2019,Delaware,All,225,1053,Suppressed,9,119,25779
1096,2019,Floyd,All,180,850,Suppressed,6,70,14973
1097,2019,Johnson,All,367,1852,Suppressed,9,180,31205
1098,2019,Lagrange,All,396,739,Suppressed,Suppressed,47,7231
1099,2019,Owen,All,46,216,Suppressed,Suppressed,20,3414
1100,2019,Pike,All,22,133,Suppressed,Suppressed,18,2023
1101,2019,Pulaski,All,37,132,Suppressed,Suppressed,13,2007
1102,2019,Starke,All,50,265,Suppressed,Suppressed,21,3973
1103,2014,Hancock,Non-Hispanic Black,Suppressed,15,Suppressed,Suppressed,Suppressed,342
1104,2014,Lawrence,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,32
1105,2014,Newton,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,14
1106,2014,Perry,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,7
1107,2014,Putnam,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,132
1108,2014,Steuben,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,39
1109,2014,Switzerland,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,6
1110,2014,Wells,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,26
1111,2014,Whitley,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,27
1112,2015,Allen,Non-Hispanic Black,419,811,Suppressed,11,102,9671
1113,2015,Marshall,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,48
1114,2015,Ripley,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,27
1115,2015,Spencer,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,24
1116,2015,Switzerland,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,5
1117,2016,Adams,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,21
1118,2016,Bartholomew,Non-Hispanic Black,15,29,Suppressed,Suppressed,Suppressed,326
1119,2016,Knox,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,344
1120,2016,Marion,Non-Hispanic Black,1960,4531,7,66,620,61583
1121,2016,Shelby,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,92
1122,2017,Decatur,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,22
1123,2017,Dubois,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,48
1124,2017,Elkhart,Non-Hispanic Black,142,267,Suppressed,Suppressed,Suppressed,2402
1125,2017,Hamilton,Non-Hispanic Black,60,195,Suppressed,Suppressed,18,2926
1126,2017,Henry,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,72
1127,2017,Lawrence,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,33
1128,2017,Morgan,Non-Hispanic Black,Suppressed,10,Suppressed,Suppressed,Suppressed,55
1129,2017,Scott,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,17
1130,2017,White,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,21
1131,2018,Clark,Non-Hispanic Black,41,105,Suppressed,Suppressed,11,1977
1132,2018,Dubois,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,59
1133,2018,Fayette,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,47
1134,2018,Ohio,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,2
1135,2018,Posey,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,49
1136,2018,Putnam,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,132
1137,2019,Clark,Non-Hispanic Black,37,95,Suppressed,Suppressed,Suppressed,2087
1138,2019,Clay,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,23
1139,2019,Jefferson,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,242
1140,2019,Lagrange,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,35
1141,2019,Morgan,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,60
1142,2019,Pike,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,11
1143,2019,Posey,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,48
1144,2019,St. Joseph,Non-Hispanic Black,361,728,Suppressed,Suppressed,93,8260
1145,2019,Tipton,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,14
1146,2019,Unknown,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,
1147,2014,Boone,Hispanic,Suppressed,16,Suppressed,Suppressed,Suppressed,362
1148,2014,Cass,Hispanic,76,127,Suppressed,Suppressed,Suppressed,1133
1149,2014,Dearborn,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,113
1150,2014,Dubois,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,631
1151,2014,Franklin,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,53
1152,2014,Hancock,Hispanic,Suppressed,11,Suppressed,Suppressed,Suppressed,359
1153,2014,Howard,Hispanic,Suppressed,22,Suppressed,Suppressed,Suppressed,567
1154,2014,Huntington,Hispanic,Suppressed,12,Suppressed,Suppressed,Suppressed,179
1155,2014,Lagrange,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,319
1156,2014,Parke,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,59
1157,2014,Switzerland,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,51
1158,2015,Allen,Hispanic,236,490,Suppressed,Suppressed,52,6048
1159,2015,Blackford,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,45
1160,2015,Cass,Hispanic,71,135,Suppressed,Suppressed,Suppressed,1158
1161,2015,Floyd,Hispanic,Suppressed,30,Suppressed,Suppressed,Suppressed,495
1162,2015,Parke,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,62
1163,2015,Posey,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,61
1164,2015,Ripley,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,108
1165,2015,Union,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,24
1166,2015,Warrick,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,244
1167,2016,Cass,Hispanic,61,124,Suppressed,Suppressed,Suppressed,1153
1168,2016,Crawford,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,32
1169,2016,Grant,Hispanic,Suppressed,40,Suppressed,Suppressed,Suppressed,600
1170,2016,Jackson,Hispanic,54,82,Suppressed,Suppressed,Suppressed,492
1171,2016,Johnson,Hispanic,37,77,Suppressed,Suppressed,Suppressed,1217
1172,2016,Posey,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,60
1173,2016,Shelby,Hispanic,Suppressed,26,Suppressed,Suppressed,Suppressed,395
1174,2017,Boone,Hispanic,Suppressed,21,Suppressed,Suppressed,Suppressed,447
1175,2017,Brown,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,55
1176,2017,Cass,Hispanic,47,118,Suppressed,Suppressed,Suppressed,1248
1177,2017,Kosciusko,Hispanic,62,92,Suppressed,Suppressed,11,1405
1178,2017,Washington,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,81
1179,2018,Boone,Hispanic,Suppressed,19,Suppressed,Suppressed,Suppressed,491
1180,2018,Clinton,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,1125
1181,2018,Hendricks,Hispanic,22,73,Suppressed,Suppressed,Suppressed,1629
1182,2018,Jasper,Hispanic,Suppressed,28,Suppressed,Suppressed,Suppressed,477
1183,2018,Jay,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,118
1184,2018,Knox,Hispanic,Suppressed,18,Suppressed,Suppressed,Suppressed,187
1185,2018,Lake,Hispanic,475,1306,Suppressed,Suppressed,121,21411
1186,2018,Ohio,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,23
1187,2018,Pulaski,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,97
1188,2018,Scott,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,109
1189,2018,Starke,Hispanic,Suppressed,11,Suppressed,Suppressed,Suppressed,204
1190,2018,Warrick,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,262
1191,2019,Adams,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,333
1192,2019,Brown,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,57
1193,2019,Carroll,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,182
1194,2019,Clinton,Hispanic,45,108,Suppressed,Suppressed,Suppressed,1140
1195,2019,Fountain,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,93
1196,2019,Franklin,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,52
1197,2019,Hamilton,Hispanic,57,162,Suppressed,Suppressed,18,3561
1198,2019,Porter,Hispanic,52,181,Suppressed,Suppressed,14,4353
1199,2019,Steuben,Hispanic,Suppressed,19,Suppressed,Suppressed,Suppressed,291
1200,2019,Switzerland,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,50
1201,2019,Vermillion,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,52
1202,2019,Washington,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,83
1203,2014,Bartholomew,Non-Hispanic White,237,788,Suppressed,Suppressed,72,12193
1204,2014,Henry,Non-Hispanic White,Suppressed,472,Suppressed,Suppressed,Suppressed,7617
1205,2014,Howard,Non-Hispanic White,204,850,Suppressed,Suppressed,64,12493
1206,2014,Lagrange,Non-Hispanic White,424,680,Suppressed,Suppressed,Suppressed,6519
1207,2014,Tipton,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,19,2448
1208,2015,Clark,Non-Hispanic White,291,1196,Suppressed,Suppressed,105,18609
1209,2015,Dubois,Non-Hispanic White,63,489,Suppressed,8,57,6612
1210,2015,Gibson,Non-Hispanic White,63,367,Suppressed,Suppressed,Suppressed,5620
1211,2015,Ohio,Non-Hispanic White,11,54,Suppressed,Suppressed,Suppressed,906
1212,2015,Perry,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,2846
1213,2015,Pike,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,10,1954
1214,2015,St. Joseph,Non-Hispanic White,660,2290,Suppressed,16,191,37991
1215,2015,Vermillion,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,2549
1216,2015,Wayne,Non-Hispanic White,242,712,Suppressed,Suppressed,71,10536
1217,2015,Whitley,Non-Hispanic White,Suppressed,388,Suppressed,Suppressed,Suppressed,5468
1218,2016,Howard,Non-Hispanic White,216,835,Suppressed,Suppressed,66,12326
1219,2016,Newton,Non-Hispanic White,Suppressed,135,Suppressed,Suppressed,Suppressed,2035
1220,2016,Noble,Non-Hispanic White,175,488,Suppressed,Suppressed,41,7259
1221,2016,Rush,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,18,2744
1222,2016,Tippecanoe,Non-Hispanic White,396,1608,Suppressed,Suppressed,138,33384
1223,2016,Wells,Non-Hispanic White,Suppressed,358,Suppressed,Suppressed,Suppressed,4450
1224,2017,Carroll,Non-Hispanic White,Suppressed,228,Suppressed,Suppressed,Suppressed,3129
1225,2017,Harrison,Non-Hispanic White,109,416,Suppressed,Suppressed,Suppressed,6502
1226,2017,LaPorte,Non-Hispanic White,344,967,Suppressed,Suppressed,113,14088
1227,2017,Spencer,Non-Hispanic White,38,200,Suppressed,Suppressed,Suppressed,3134
1228,2017,White,Non-Hispanic White,45,250,Suppressed,Suppressed,Suppressed,3401
1229,2018,Floyd,Non-Hispanic White,146,578,Suppressed,Suppressed,42,12624
1230,2018,Knox,Non-Hispanic White,101,371,Suppressed,Suppressed,44,5930
1231,2018,Marion,Non-Hispanic White,1567,6119,Suppressed,38,617,107702
1232,2018,Montgomery,Non-Hispanic White,92,398,Suppressed,Suppressed,37,5849
1233,2018,Parke,Non-Hispanic White,90,Suppressed,Suppressed,Suppressed,Suppressed,3000
1234,2018,Pulaski,Non-Hispanic White,Suppressed,123,Suppressed,Suppressed,13,1888
1235,2018,Vermillion,Non-Hispanic White,Suppressed,162,Suppressed,Suppressed,Suppressed,2493
1236,2019,Franklin,Non-Hispanic White,32,142,Suppressed,Suppressed,20,3639
1237,2019,Hancock,Non-Hispanic White,93,781,Suppressed,Suppressed,57,13039
1238,2019,Morgan,Non-Hispanic White,159,704,Suppressed,Suppressed,69,11617
1239,2019,Wayne,Non-Hispanic White,206,649,Suppressed,Suppressed,87,10157
1240,2019,Unknown,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,
1241,2014,Harrison,All,92,452,Suppressed,Suppressed,32,6973
1242,2014,Huntington,All,138,428,Suppressed,Suppressed,31,6886
1243,2014,Jefferson,All,91,388,Suppressed,Suppressed,39,6535
1244,2014,Parke,All,78,195,Suppressed,Suppressed,23,3568
1245,2015,Gibson,All,72,388,Suppressed,Suppressed,45,5994
1246,2015,Jefferson,All,88,371,Suppressed,Suppressed,34,6593
1247,2015,Monroe,All,261,1353,Suppressed,8,117,38961
1248,2015,Montgomery,All,153,473,Suppressed,Suppressed,45,6544
1249,2015,Noble,All,230,654,Suppressed,Suppressed,55,8695
1250,2015,Ripley,All,83,324,Suppressed,Suppressed,28,5162
1251,2015,Washington,All,117,332,Suppressed,Suppressed,22,4934
1252,2015,White,All,106,303,Suppressed,Suppressed,29,3924
1253,2016,Hamilton,All,617,3853,Suppressed,18,362,63273
1254,2016,Marshall,All,235,590,Suppressed,Suppressed,45,8163
1255,2016,Morgan,All,230,816,Suppressed,Suppressed,56,12385
1256,2016,Owen,All,64,212,Suppressed,Suppressed,28,3426
1257,2016,Wells,All,91,369,Suppressed,Suppressed,23,4732
1258,2017,Bartholomew,All,301,1045,Suppressed,6,61,15086
1259,2017,Cass,All,122,456,Suppressed,Suppressed,40,6577
1260,2017,Fulton,All,103,227,Suppressed,Suppressed,22,3364
1261,2017,Knox,All,83,415,Suppressed,Suppressed,42,6852
1262,2017,Lake,All,1729,5610,11,59,531,92786
1263,2017,Randolph,All,77,292,Suppressed,Suppressed,29,4233
1264,2017,Starke,All,108,264,Suppressed,Suppressed,35,3928
1265,2017,Wayne,All,300,782,Suppressed,5,56,11801
1266,2018,Blackford,All,34,145,Suppressed,Suppressed,14,1912
1267,2018,Clay,All,92,324,Suppressed,5,35,4646
1268,2018,Gibson,All,74,424,Suppressed,Suppressed,47,5836
1269,2018,Grant,All,198,783,Suppressed,6,101,12880
1270,2018,Monroe,All,252,1245,Suppressed,9,142,39015
1271,2018,Montgomery,All,104,438,Suppressed,Suppressed,43,6406
1272,2019,Daviess,All,235,572,Suppressed,Suppressed,43,5943
1273,2019,Grant,All,232,759,Suppressed,Suppressed,62,12873
1274,2019,Greene,All,78,320,Suppressed,Suppressed,34,5244
1275,2019,Jasper,All,106,363,Suppressed,Suppressed,29,6118
1276,2019,Kosciusko,All,342,949,Suppressed,7,114,14552
1277,2019,Lawrence,All,134,505,Suppressed,Suppressed,38,7647
1278,2019,Porter,All,445,1642,Suppressed,6,169,32467
1279,2019,Putnam,All,87,368,Suppressed,Suppressed,38,6897
1280,2019,Tipton,All,27,152,Suppressed,Suppressed,20,2424
1281,2019,Union,All,33,99,Suppressed,Suppressed,11,1206
1282,2019,Warren,All,12,75,Suppressed,Suppressed,Suppressed,1357
1283,2014,Cass,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,84
1284,2014,Dearborn,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,57
1285,2014,Delaware,Non-Hispanic Black,37,119,Suppressed,Suppressed,21,1991
1286,2014,Fulton,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,22
1287,2014,Marshall,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,50
1288,2014,Martin,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,3
1289,2014,Ohio,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,3
1290,2014,Randolph,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,22
1291,2014,Starke,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,12
1292,2014,Wayne,Non-Hispanic Black,22,49,Suppressed,Suppressed,Suppressed,585
1293,2015,Benton,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,11
