COUNTY,FEMALE_COUNT,MALE_COUNT,18-22_COUNT,23-27_COUNT,28-32_COUNT,33-37_COUNT,38-42_COUNT,43-47_COUNT,48-52_COUNT,53-57_COUNT,58-62_COUNT,MARRIED_COUNT,SEPARATED_COUNT,DIVORCED_COUNT,SINGLE_COUNT,WIDOWED_COUNT,BLACK_COUNT,WHITE_COUNT,CITIZEN_COUNT,NO_FORMAL_ED_COUNT,NO_HS_DIPLOMA_COUNT,HS_DIPLOMA_COUNT,ATTENDING_SCHOOL_COUNT,QUESTION_NUM,QUESTION_LONG_DESC,QUESTION_SHORT_DESC,QUESTION_COUNT,COUNTY_COUNT,ETL_RUN_TIMESTAMP
Greene ,404,164,70,91,100,70,75,60,47,21,,112,47,117,274,,,551,568,45,203,133,30,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,568,1717,2021.03.28 22:00:05
Hamilton ,1463,685,199,308,394,274,273,182,179,140,118,395,130,343,1190,26,333,1547,2077,266,358,587,187,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,2149,6142,2021.03.28 22:00:05
Hancock ,612,278,89,139,138,134,129,74,75,44,38,156,72,167,472,,40,799,873,68,98,181,159,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,890,2397,2021.03.28 22:00:05
Harrison ,424,178,61,79,93,90,103,62,48,24,25,147,47,126,259,,,587,599,41,119,67,101,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,602,1680,2021.03.28 22:00:05
Hendricks ,1300,502,155,278,287,286,238,182,140,89,70,317,131,303,961,22,286,1374,1769,326,419,430,143,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,1802,4917,2021.03.28 22:00:05
Henry ,669,320,119,147,189,123,122,92,84,61,28,192,83,185,502,,26,924,969,29,182,145,196,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,989,2744,2021.03.28 22:00:05
Howard ,1466,616,260,368,343,321,271,184,142,95,45,293,170,306,1243,30,375,1596,2076,105,448,405,269,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,2082,5617,2021.03.28 22:00:05
Huntington ,385,148,75,67,77,94,53,55,39,33,,106,61,98,245,,,500,533,32,94,131,59,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,533,1623,2021.03.28 22:00:05
Jackson ,583,187,87,128,147,132,92,88,35,24,,130,87,136,394,,,698,750,29,102,169,139,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,770,2041,2021.03.28 22:00:05
Jasper ,302,130,44,79,72,72,59,35,27,,,91,47,68,215,,,395,432,26,77,105,28,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,432,1254,2021.03.28 22:00:05
Jay ,229,109,48,59,65,32,42,26,29,,,59,29,50,185,,,314,337,,71,53,34,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,338,968,2021.03.28 22:00:05
Jefferson ,493,208,93,104,102,117,98,74,47,23,21,122,77,116,359,,,660,689,32,87,123,117,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,701,1739,2021.03.28 22:00:05
Jennings ,384,138,60,85,100,90,59,43,39,23,,102,51,103,256,,,496,508,,96,60,107,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,522,1504,2021.03.28 22:00:05
Johnson ,1669,740,250,367,384,392,330,224,183,123,70,405,175,431,1285,42,166,2067,2369,275,650,655,220,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,2409,6676,2021.03.28 22:00:05
Knox ,586,266,128,144,116,113,119,81,54,42,28,125,83,156,457,,41,769,847,57,240,243,64,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,852,2640,2021.03.28 22:00:05
Kosciusko ,889,327,135,194,246,174,167,92,81,55,35,239,114,206,616,,38,1049,1196,94,270,260,113,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,1216,3326,2021.03.28 22:00:05
Lagrange ,230,88,41,47,53,47,34,39,26,,,72,33,50,147,,,288,315,36,76,65,22,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,318,899,2021.03.28 22:00:05
Lake ,7698,3306,1318,1990,1810,1480,1320,1001,844,537,387,1016,641,951,8056,145,5818,3282,10906,566,2552,2423,939,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,11004,28254,2021.03.28 22:00:05
Laporte ,1717,845,364,418,406,378,292,219,170,141,96,311,173,341,1630,36,580,1772,2545,183,984,294,199,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,2562,6930,2021.03.28 22:00:05
Lawrence ,564,260,84,151,149,107,104,75,50,37,36,135,62,175,414,,,783,823,98,245,177,52,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,824,2604,2021.03.28 22:00:05
Madison ,2479,1177,415,609,604,525,438,371,276,185,109,486,303,574,2177,60,609,2833,3635,237,692,782,401,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,3658,9301,2021.03.28 22:00:05
Marion,22323,10553,3837,5505,5765,4783,3948,2838,2240,1675,1144,2976,2166,2603,23839,392,17173,12991,31980,3168,10883,8228,2501,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,32880,83724,2021.03.28 22:00:05
Marshall ,423,166,57,109,106,93,77,56,31,30,,118,59,104,291,,,516,585,32,147,141,35,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,589,1808,2021.03.28 22:00:05
Martin ,110,46,23,25,21,22,,,,,,32,,32,70,,0,153,154,,54,27,,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,156,820,2021.03.28 22:00:05
Miami ,440,212,83,101,132,96,92,49,43,29,,138,75,123,301,,,602,652,36,149,74,68,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,652,1787,2021.03.28 22:00:05
Monroe ,1438,815,301,356,359,332,299,192,140,113,71,302,151,364,1323,31,288,1811,2226,318,632,429,301,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,2253,6156,2021.03.28 22:00:05
Montgomery ,467,187,90,95,120,101,82,54,38,26,25,134,57,104,316,,,610,647,81,160,206,47,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,654,1925,2021.03.28 22:00:05
Morgan ,922,351,129,196,237,169,171,118,92,65,36,205,115,247,649,24,,1208,1270,95,271,443,86,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,1273,3687,2021.03.28 22:00:05
Newton ,130,62,22,26,41,,30,,,,,44,21,26,97,0,,174,192,,51,40,,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,192,555,2021.03.28 22:00:05
Noble ,454,177,69,95,101,95,90,68,33,31,25,131,48,117,316,,,550,625,48,124,119,70,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,631,1866,2021.03.28 22:00:05
Ohio ,47,,,,,,,,,,,,,,34,,0,59,61,,,,,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,63,196,2021.03.28 22:00:05
Orange ,267,119,57,64,61,51,61,29,21,,,82,31,72,189,,,370,384,32,110,88,27,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,386,1244,2021.03.28 22:00:05
Owen ,238,103,35,47,57,47,43,33,30,25,,80,31,76,136,,,331,340,26,90,99,,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,341,1148,2021.03.28 22:00:05
Parke ,143,50,28,23,31,21,24,,23,,,37,,28,94,,,174,189,21,62,39,,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,193,954,2021.03.28 22:00:05
Perry ,196,96,32,46,45,41,38,40,22,,,61,27,55,146,,,275,293,,112,59,24,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,293,965,2021.03.28 22:00:05
Pike ,117,50,,34,,32,21,,,,,37,,30,80,,,159,167,,42,35,,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,167,802,2021.03.28 22:00:05
Porter ,1656,798,258,386,383,358,345,252,178,139,96,378,167,376,1423,37,293,1812,2439,214,532,547,207,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,2454,6650,2021.03.28 22:00:05
Posey ,220,110,34,45,40,38,50,49,31,28,,58,39,68,147,,,308,329,,71,124,,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,330,983,2021.03.28 22:00:05
Pulaski ,144,51,22,30,33,22,28,,,,,43,23,33,89,,,178,194,,32,38,,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,195,571,2021.03.28 22:00:05
Putnam ,329,136,62,58,66,64,79,53,30,22,,89,30,96,234,,,442,464,35,168,107,29,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,465,1528,2021.03.28 22:00:05
Randolph ,283,165,51,78,82,64,65,29,30,24,,78,34,81,241,,,417,448,,92,81,55,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,448,1192,2021.03.28 22:00:05
Ripley ,301,125,56,67,88,48,66,40,34,,,69,44,80,217,,,406,416,,49,97,97,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,426,1194,2021.03.28 22:00:05
Rush ,203,80,30,53,39,51,36,23,,,,63,29,49,140,,,268,276,,24,37,68,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,283,808,2021.03.28 22:00:05
Saint Joseph ,4234,1932,755,947,1079,842,790,582,435,332,213,688,444,673,4126,76,2130,3330,6074,525,1734,1249,505,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,6166,16834,2021.03.28 22:00:05
Scott ,411,184,64,98,102,95,85,60,33,30,,113,48,100,310,,,570,588,30,89,79,104,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,595,1600,2021.03.28 22:00:05
Shelby ,554,270,89,127,137,123,102,66,74,48,28,119,91,156,433,,22,763,801,25,81,169,163,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,824,2156,2021.03.28 22:00:05
Spencer ,161,80,27,44,36,22,33,,23,,,51,29,44,113,,,232,240,27,40,71,,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,241,804,2021.03.28 22:00:05
Starke ,284,141,40,60,61,62,58,48,40,30,,99,44,73,191,,,400,424,24,84,89,,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,425,1250,2021.03.28 22:00:05
Steuben ,366,123,58,100,81,67,65,41,33,22,,114,36,65,257,,,456,486,40,100,86,59,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,489,1355,2021.03.28 22:00:05
Sullivan ,282,115,53,70,58,60,51,43,22,,,77,29,82,196,,,387,397,36,92,116,30,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,397,1188,2021.03.28 22:00:05
Switzerland ,133,49,,29,40,34,,,,,,33,,21,102,,,172,177,,,35,29,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,182,476,2021.03.28 22:00:05
Tippecanoe ,2253,934,456,632,562,426,358,232,172,132,101,391,244,355,2064,30,856,2058,3138,284,950,818,281,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,3187,8689,2021.03.28 22:00:05
Tipton ,147,63,24,33,36,31,37,,,,,36,,41,114,,,188,209,,40,35,21,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,210,586,2021.03.28 22:00:05
Union ,81,31,,27,,,,,,,,33,,,53,,,106,106,,,33,23,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,112,363,2021.03.28 22:00:05
Vanderburgh ,3355,1708,608,741,763,777,662,513,368,285,167,532,387,825,3140,76,1126,3662,5010,367,1437,1565,289,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,5063,13191,2021.03.28 22:00:05
Vermillion ,182,77,29,48,48,25,42,25,21,,,46,31,48,129,,,249,259,39,99,50,,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,259,954,2021.03.28 22:00:05
Vigo ,2048,1001,466,495,504,415,371,263,222,140,97,429,210,516,1780,43,394,2513,3037,225,1007,659,314,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,3049,8501,2021.03.28 22:00:05
Wabash ,293,129,53,62,62,69,57,44,27,25,,73,41,86,207,,,395,422,38,48,105,49,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,422,1249,2021.03.28 22:00:05
Warren ,67,24,,,,,,,,,,,,,45,,,88,91,,,33,,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,91,314,2021.03.28 22:00:05
Warrick ,567,211,88,115,115,119,113,73,57,39,26,145,93,156,366,,28,720,775,84,168,229,54,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,779,2217,2021.03.28 22:00:05
Washington ,386,160,52,84,99,81,73,49,40,35,,126,40,112,250,,,527,542,38,70,96,82,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,546,1696,2021.03.28 22:00:05
Wayne ,1004,530,242,227,241,244,172,144,112,66,46,219,129,189,939,25,138,1298,1490,69,263,211,326,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,1535,4308,2021.03.28 22:00:05
Wells ,247,77,50,75,39,41,26,31,26,,,82,26,68,140,,,300,322,22,34,92,41,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,324,979,2021.03.28 22:00:05
White ,236,100,42,47,58,48,47,34,21,22,,73,24,56,168,,,312,335,21,50,73,26,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,336,972,2021.03.28 22:00:05
Whitley ,253,103,33,59,49,56,52,40,21,23,,56,32,67,193,,,322,355,29,88,53,40,9,"During the last 4 weeks, have you been actively looking for work?",Actively seeking work last 4 weeks?,356,1090,2021.03.28 22:00:05
Adams ,345,111,66,84,69,49,41,31,22,29,,98,29,85,224,,,403,453,46,96,115,56,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,456,1066,2021.03.28 22:00:05
Allen ,6742,2210,1183,1511,1421,1097,983,680,597,462,398,1584,521,1000,5430,180,2693,4722,8409,986,2230,1860,1047,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,8952,20940,2021.03.28 22:00:05
Bartholomew ,1099,377,140,232,242,194,165,108,102,86,76,319,115,267,704,50,60,1269,1432,99,233,342,274,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,1476,3837,2021.03.28 22:00:05
Benton ,136,45,,23,24,27,23,21,,,,50,,26,77,,0,169,180,,57,54,,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,181,391,2021.03.28 22:00:05
Blackford ,207,89,36,44,48,36,28,24,,24,,86,,39,139,,,284,296,,74,86,32,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,296,701,2021.03.28 22:00:05
Boone ,631,306,79,164,143,132,82,91,49,81,50,211,65,164,426,27,41,841,925,173,304,252,77,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,937,1965,2021.03.28 22:00:05
Brown ,172,71,,36,32,25,25,,22,,,70,,38,97,,,234,242,26,50,59,30,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,243,616,2021.03.28 22:00:05
Carroll ,232,75,33,38,48,41,38,32,,,,86,22,59,125,,,285,305,35,89,59,39,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,307,709,2021.03.28 22:00:05
Cass ,555,184,93,124,103,93,84,63,44,43,41,167,66,109,361,21,26,615,712,56,226,154,83,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,739,1646,2021.03.28 22:00:05
Clark ,1795,575,264,338,337,305,248,212,188,157,134,455,170,381,1246,69,373,1784,2303,204,499,399,453,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,2370,6354,2021.03.28 22:00:05
Clay ,615,222,83,122,140,100,89,80,64,49,45,234,66,154,349,25,,805,835,118,311,247,56,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,837,1715,2021.03.28 22:00:05
Clinton ,584,254,89,127,158,108,102,51,49,45,39,197,76,117,400,21,,739,816,129,361,193,50,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,838,1849,2021.03.28 22:00:05
Crawford ,210,80,34,33,47,40,28,29,,,,85,24,59,104,,,275,290,35,97,98,22,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,290,668,2021.03.28 22:00:05
Daviess,506,174,80,111,103,85,88,54,42,36,26,155,57,138,296,30,26,597,662,117,230,161,45,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,680,1434,2021.03.28 22:00:05
Dearborn ,485,186,63,95,86,90,86,61,66,42,29,133,55,99,351,23,,634,659,69,117,100,140,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,671,1806,2021.03.28 22:00:05
Decatur ,404,129,57,84,59,65,74,60,46,24,,110,51,120,222,23,,499,524,31,82,129,104,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,534,1324,2021.03.28 22:00:05
Dekalb ,575,186,94,111,119,115,80,65,47,43,,183,54,119,364,28,,716,759,85,202,136,77,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,761,1830,2021.03.28 22:00:05
Delaware ,2224,869,480,491,388,360,335,256,250,190,132,501,233,491,1699,105,472,2454,3081,288,657,785,458,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,3094,7719,2021.03.28 22:00:05
Dubois ,499,147,73,92,111,70,71,53,42,29,42,133,39,144,299,21,,594,633,130,229,158,41,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,646,1276,2021.03.28 22:00:05
Elkhart ,3802,1188,623,835,803,657,502,337,363,260,215,879,406,634,2772,121,942,3263,4842,709,1456,1505,386,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,4990,11011,2021.03.28 22:00:05
Fayette ,470,176,73,88,91,86,83,63,41,30,33,156,55,108,295,24,,615,628,49,118,99,154,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,646,1584,2021.03.28 22:00:05
Floyd ,1012,313,161,190,190,187,133,108,114,98,46,221,120,204,713,42,218,1047,1303,92,185,329,242,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,1325,3606,2021.03.28 22:00:05
Fountain ,308,93,44,81,63,45,38,23,24,25,,88,35,70,175,,,383,398,57,121,132,29,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,401,873,2021.03.28 22:00:05
Franklin ,216,87,28,44,34,35,21,37,37,,,88,28,45,130,,,288,296,26,50,58,70,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,303,839,2021.03.28 22:00:05
Fulton ,349,112,55,57,65,69,54,54,33,,,119,37,71,216,,,431,460,56,129,135,33,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,461,1026,2021.03.28 22:00:05
Gibson ,581,210,98,138,113,82,83,70,50,46,46,184,54,152,373,,37,718,789,156,155,287,55,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,792,1683,2021.03.28 22:00:05
Grant ,1335,449,269,299,225,208,174,169,122,107,81,346,112,308,940,48,208,1441,1777,154,362,481,238,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,1784,4373,2021.03.28 22:00:05
Greene ,560,198,88,126,123,84,64,86,55,34,42,191,50,162,323,22,,734,756,110,310,180,52,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,758,1717,2021.03.28 22:00:05
Hamilton ,1964,765,301,394,425,339,304,217,197,183,136,626,142,386,1414,55,334,2018,2593,615,553,873,250,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,2730,6142,2021.03.28 22:00:05
Hancock ,640,229,95,107,111,135,83,83,77,50,52,185,64,147,429,26,40,778,854,100,137,225,167,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,869,2397,2021.03.28 22:00:05
Harrison ,492,158,72,84,89,84,85,57,55,37,37,161,63,136,253,,,619,643,69,156,91,104,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,650,1680,2021.03.28 22:00:05
Hendricks ,1721,581,218,396,343,300,267,190,161,127,113,498,135,329,1176,67,350,1735,2237,634,604,561,214,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,2302,4917,2021.03.28 22:00:05
Henry ,762,299,117,145,142,126,119,103,93,73,57,256,86,189,480,37,,993,1043,63,220,206,190,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,1061,2744,2021.03.28 22:00:05
Howard ,1693,589,299,375,336,309,257,182,158,138,92,442,174,338,1211,57,382,1757,2274,247,636,514,314,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,2283,5617,2021.03.28 22:00:05
Huntington ,489,179,81,96,88,82,76,70,57,43,24,148,61,128,286,21,,616,664,76,157,177,77,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,668,1623,2021.03.28 22:00:05
Jackson ,570,183,77,124,95,98,76,89,39,58,35,172,70,168,316,,23,671,732,62,114,198,126,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,753,2041,2021.03.28 22:00:05
Jasper ,431,152,64,96,101,73,63,50,35,36,32,155,54,93,255,,,540,580,66,126,169,48,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,583,1254,2021.03.28 22:00:05
Jay ,303,97,55,68,63,36,37,36,31,21,,95,30,57,195,,,369,400,37,99,91,41,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,400,968,2021.03.28 22:00:05
Jefferson ,454,166,67,98,58,81,74,62,62,41,33,130,58,121,282,,,575,607,55,102,139,98,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,621,1739,2021.03.28 22:00:05
Jennings ,449,161,63,90,80,71,60,42,75,47,34,157,50,131,245,,,582,597,39,153,75,122,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,610,1504,2021.03.28 22:00:05
Johnson ,2246,769,368,498,447,406,348,226,211,150,137,626,198,489,1532,75,200,2516,2940,541,889,899,330,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,3015,6676,2021.03.28 22:00:05
Knox ,853,318,178,189,156,154,137,94,67,58,49,246,97,213,565,32,40,1075,1165,126,353,395,115,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,1171,2640,2021.03.28 22:00:05
Kosciusko ,1054,378,174,212,233,182,173,117,88,84,70,327,109,239,674,36,33,1266,1407,181,398,364,135,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,1432,3326,2021.03.28 22:00:05
Lagrange ,314,104,54,63,68,40,35,59,27,,23,105,35,68,184,,,374,412,80,132,93,33,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,418,899,2021.03.28 22:00:05
Lake ,9435,3077,1486,2122,1939,1585,1383,1080,879,687,548,1479,658,1158,8636,287,6231,4037,12346,1156,3840,3463,1146,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,12512,28254,2021.03.28 22:00:05
Laporte ,2273,822,426,469,494,415,317,241,203,188,138,525,190,386,1828,86,738,2119,3068,343,1451,448,224,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,3095,6930,2021.03.28 22:00:05
