COUNTY,FEMALE_COUNT,MALE_COUNT,18-22_COUNT,23-27_COUNT,28-32_COUNT,33-37_COUNT,38-42_COUNT,43-47_COUNT,48-52_COUNT,53-57_COUNT,58-62_COUNT,63-67_COUNT,68-72_COUNT,73-77_COUNT,78-82_COUNT,83-87_COUNT,88-92_COUNT,93-97_COUNT,98-102_COUNT,103-107_COUNT,MARITAL_UNKNOWN_COUNT,MARRIED_COUNT,SEPARATED_COUNT,DIVORCED_COUNT,SINGLE_COUNT,WIDOWED_COUNT,NATIVE_AMERICAN_COUNT,ASIAN_COUNT,BLACK_COUNT,HAWAIIAN_COUNT,WHITE_COUNT,HISPANIC_COUNT,MULTIRACIAL_COUNT,CITIZEN_COUNT,NO_FORMAL_ED_COUNT,NO_HS_DIPLOMA_COUNT,HS_DIPLOMA_COUNT,ASSOCIATES_COUNT,BACHELORS_COUNT,SOME_COLLEGE_COUNT,GRAD_SCHOOL_COUNT,OTHER_CREDENTIALS_COUNT,ATTENDING_SCHOOL_COUNT,QUESTION_NUM,QUESTION_LONG_DESC,QUESTION_SHORT_DESC,QUESTION_COUNT,COUNTY_COUNT,ETL_RUN_TIMESTAMP
"Clark ",1725,724,244,401,424,381,319,243,182,108,72,27,,,0,0,0,,0,0,0,358,205,367,1443,35,,,401,,1833,92,34,2404,144,384,369,33,28,0,,22,455,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",2449,6354,2021.03.28 22:00:05
"Clay ",396,150,49,73,91,86,70,44,52,26,31,,,,0,0,0,0,0,0,0,113,61,109,247,,,0,,,526,,,546,50,161,169,,,0,0,,30,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",546,1715,2021.03.28 22:00:05
"Clinton ",433,240,65,112,135,109,87,47,41,28,23,,,,,0,0,0,0,0,0,123,63,96,364,,,0,,0,593,56,0,660,66,241,154,,,0,,,42,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",673,1849,2021.03.28 22:00:05
"Crawford ",147,51,,36,28,25,,30,,,,,,,0,0,0,0,0,0,0,54,,46,68,,0,0,,,187,,0,198,,68,46,,0,0,,0,,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",198,668,2021.03.28 22:00:05
"Daviess",333,118,51,63,82,73,70,41,33,,,,0,,0,,0,0,0,0,0,78,60,104,193,,,,,0,405,23,,443,33,149,102,,,0,,,26,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",451,1434,2021.03.28 22:00:05
"Dearborn ",504,215,81,103,116,110,114,79,60,29,21,,,0,0,0,0,0,0,0,0,110,71,105,421,,,,,0,677,,,713,44,97,72,,,0,0,,118,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",719,1806,2021.03.28 22:00:05
"Decatur ",372,132,68,65,80,83,83,52,27,23,,,0,0,0,0,0,0,0,0,0,82,46,111,245,,,0,,0,477,,,495,,57,86,,,0,,,112,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",504,1324,2021.03.28 22:00:05
"Dekalb ",462,190,79,100,117,88,79,64,53,38,,,,0,0,0,0,0,0,0,0,137,47,115,335,,,,,,598,,,651,51,140,94,,,0,,,68,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",652,1830,2021.03.28 22:00:05
"Delaware ",1910,1007,469,462,434,385,392,260,208,159,80,,,,0,0,0,0,0,0,0,341,263,452,1759,54,,,492,,2295,58,31,2910,145,522,683,68,48,0,,28,390,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",2917,7719,2021.03.28 22:00:05
"Dubois ",275,113,43,52,73,54,51,32,28,21,,,,0,,,0,0,0,0,0,70,27,96,183,,0,,,0,346,30,0,379,61,120,87,,,0,,,23,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",388,1276,2021.03.28 22:00:05
"Elkhart ",2869,1179,504,664,707,581,475,355,299,194,117,50,,,,,0,,0,0,0,567,380,473,2448,61,,22,834,,2622,479,42,3962,358,1005,1126,75,33,0,,86,264,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",4048,11011,2021.03.28 22:00:05
"Fayette ",385,184,81,77,90,95,91,59,32,22,,,,,0,0,0,0,0,0,0,110,60,85,301,,,0,,0,538,,,551,25,71,73,,,0,,,145,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",570,1584,2021.03.28 22:00:05
"Floyd ",1023,438,148,238,249,249,196,144,88,77,31,,,,0,0,,0,0,0,,184,132,212,898,,,,245,,1133,27,,1437,64,175,304,23,,0,,,271,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",1461,3606,2021.03.28 22:00:05
"Fountain ",198,81,29,58,50,31,39,22,23,,,,0,0,0,0,0,,0,0,0,57,26,53,129,,0,0,,0,258,,,278,,75,77,,,0,,,,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",279,873,2021.03.28 22:00:05
"Franklin ",214,73,39,39,51,47,29,27,25,,,,0,0,0,0,0,0,0,0,0,59,28,49,146,,,,,0,269,,,279,,32,41,,,0,0,,72,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",287,839,2021.03.28 22:00:05
"Fulton ",229,113,42,53,63,38,39,40,28,,,,0,0,0,0,0,0,0,0,0,70,24,57,181,,0,,,0,318,,0,341,23,80,88,,,0,,0,22,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",342,1026,2021.03.28 22:00:05
"Gibson ",383,161,59,83,91,88,57,69,32,22,21,,,,,,0,,0,0,0,92,59,112,264,,,0,26,,500,,,541,75,101,168,,,0,0,,38,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",544,1683,2021.03.28 22:00:05
"Grant ",1037,492,232,272,228,237,175,138,103,64,44,,,0,0,0,0,0,0,0,0,192,113,225,965,,,,219,0,1200,73,,1523,76,257,355,29,,0,,,190,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",1529,4373,2021.03.28 22:00:05
"Greene ",404,164,70,91,100,70,75,60,47,21,,,0,0,0,0,0,0,0,0,,112,47,117,274,,,0,,,551,,,568,45,203,133,,,0,0,,30,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",568,1717,2021.03.28 22:00:05
"Hamilton ",1463,685,199,308,394,274,273,182,179,140,118,33,,,,,0,0,0,0,,395,130,343,1190,26,,49,333,,1547,146,22,2077,266,358,587,45,75,0,23,,187,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",2149,6142,2021.03.28 22:00:05
"Hancock ",612,278,89,139,138,134,129,74,75,44,38,,,0,0,0,,0,0,0,0,156,72,167,472,,,,40,,799,26,,873,68,98,181,,,0,,,159,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",890,2397,2021.03.28 22:00:05
"Harrison ",424,178,61,79,93,90,103,62,48,24,25,,0,0,,,0,0,0,0,0,147,47,126,259,,0,,,0,587,,0,599,41,119,67,,,0,,,101,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",602,1680,2021.03.28 22:00:05
"Hendricks ",1300,502,155,278,287,286,238,182,140,89,70,,,,,0,0,0,0,0,0,317,131,303,961,22,,23,286,,1374,83,,1769,326,419,430,29,26,0,,,143,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",1802,4917,2021.03.28 22:00:05
"Henry ",669,320,119,147,189,123,122,92,84,61,28,,,,,0,0,0,0,0,0,192,83,185,502,,0,,26,,924,21,,969,29,182,145,,,0,,,196,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",989,2744,2021.03.28 22:00:05
"Howard ",1466,616,260,368,343,321,271,184,142,95,45,,,,0,0,,0,0,0,0,293,170,306,1243,30,0,,375,,1596,51,,2076,105,448,405,27,,0,,21,269,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",2082,5617,2021.03.28 22:00:05
"Huntington ",385,148,75,67,77,94,53,55,39,33,,,0,0,,0,0,0,0,0,0,106,61,98,245,,,0,,0,500,,,533,32,94,131,,,0,,,59,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",533,1623,2021.03.28 22:00:05
"Jackson ",583,187,87,128,147,132,92,88,35,24,,,,,0,0,,0,0,0,0,130,87,136,394,,,0,,0,698,37,,750,29,102,169,,,0,0,,139,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",770,2041,2021.03.28 22:00:05
"Jasper ",302,130,44,79,72,72,59,35,27,,,,,,0,0,0,0,0,0,0,91,47,68,215,,,,,0,395,22,,432,26,77,105,,,0,0,,28,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",432,1254,2021.03.28 22:00:05
"Jay ",229,109,48,59,65,32,42,26,29,,,,0,,0,0,0,0,0,0,0,59,29,50,185,,0,0,,0,314,,,337,,71,53,,,0,0,,34,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",338,968,2021.03.28 22:00:05
"Jefferson ",493,208,93,104,102,117,98,74,47,23,21,,0,0,,0,0,0,0,0,0,122,77,116,359,,0,0,,,660,,,689,32,87,123,,,0,,,117,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",701,1739,2021.03.28 22:00:05
"Jennings ",384,138,60,85,100,90,59,43,39,23,,,0,0,0,0,0,0,0,0,0,102,51,103,256,,0,0,,,496,,,508,,96,60,,,0,0,0,107,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",522,1504,2021.03.28 22:00:05
"Johnson ",1669,740,250,367,384,392,330,224,183,123,70,,,,0,,0,0,0,0,0,405,175,431,1285,42,,55,166,,2067,76,,2369,275,650,655,45,37,0,,23,220,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",2409,6676,2021.03.28 22:00:05
"Knox ",586,266,128,144,116,113,119,81,54,42,28,,,,,,0,,0,0,0,125,83,156,457,,,,41,0,769,25,,847,57,240,243,48,,0,,26,64,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",852,2640,2021.03.28 22:00:05
"Kosciusko ",889,327,135,194,246,174,167,92,81,55,35,,,,,0,0,0,0,0,0,239,114,206,616,,,,38,0,1049,92,,1196,94,270,260,21,,0,,,113,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",1216,3326,2021.03.28 22:00:05
"Lagrange ",230,88,41,47,53,47,34,39,26,,,,0,0,0,0,0,0,0,0,0,72,33,50,147,,,,,0,288,,,315,36,76,65,,,0,0,,22,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",318,899,2021.03.28 22:00:05
"Lake ",7698,3306,1318,1990,1810,1480,1320,1001,844,537,387,118,36,,,,,,0,0,,1016,641,951,8056,145,,34,5818,,3282,1648,78,10906,566,2552,2423,288,260,0,76,214,939,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",11004,28254,2021.03.28 22:00:05
"Laporte ",1717,845,364,418,406,378,292,219,170,141,96,28,,,,,0,,0,0,0,311,173,341,1630,36,,,580,,1772,148,,2545,183,984,294,42,,0,,,199,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",2562,6930,2021.03.28 22:00:05
"Lawrence ",564,260,84,151,149,107,104,75,50,37,36,,,,0,0,0,0,0,0,0,135,62,175,414,,,0,,,783,,,823,98,245,177,,,0,,,52,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",824,2604,2021.03.28 22:00:05
"Madison ",2479,1177,415,609,604,525,438,371,276,185,109,37,,,,,,,0,0,0,486,303,574,2177,60,,,609,,2833,117,23,3635,237,692,782,60,21,0,,31,401,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",3658,9301,2021.03.28 22:00:05
"Marion",22323,10553,3837,5505,5765,4783,3948,2838,2240,1675,1144,375,124,60,32,,,,,0,,2976,2166,2603,23839,392,59,369,17173,22,12991,1747,224,31980,3168,10883,8228,860,525,0,183,291,2501,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",32880,83724,2021.03.28 22:00:05
"Marshall ",423,166,57,109,106,93,77,56,31,30,,,,0,0,0,0,0,0,0,0,118,59,104,291,,0,,,0,516,48,,585,32,147,141,26,,0,,0,35,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",589,1808,2021.03.28 22:00:05
"Martin ",110,46,23,25,21,22,,,,,,,0,0,0,0,0,0,0,0,0,32,,32,70,,0,,0,0,153,,0,154,,54,27,,,0,0,,,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",156,820,2021.03.28 22:00:05
"Miami ",440,212,83,101,132,96,92,49,43,29,,,,,0,0,0,0,0,0,0,138,75,123,301,,0,0,,0,602,,,652,36,149,74,,,0,,,68,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",652,1787,2021.03.28 22:00:05
"Monroe ",1438,815,301,356,359,332,299,192,140,113,71,28,,,,,0,0,0,0,,302,151,364,1323,31,,,288,,1811,75,,2226,318,632,429,45,40,0,,,301,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",2253,6156,2021.03.28 22:00:05
"Montgomery ",467,187,90,95,120,101,82,54,38,26,25,,,0,,0,0,0,0,0,0,134,57,104,316,,,0,,,610,,,647,81,160,206,,,0,,,47,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",654,1925,2021.03.28 22:00:05
"Morgan ",922,351,129,196,237,169,171,118,92,65,36,26,,,,0,0,0,0,0,0,205,115,247,649,24,,,,,1208,,,1270,95,271,443,26,,0,,21,86,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",1273,3687,2021.03.28 22:00:05
"Newton ",130,62,22,26,41,,30,,,,,,0,0,0,0,0,0,0,0,0,44,21,26,97,0,0,,,0,174,,,192,,51,40,,0,0,0,,,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",192,555,2021.03.28 22:00:05
"Noble ",454,177,69,95,101,95,90,68,33,31,25,,0,0,0,0,0,0,0,0,,131,48,117,316,,,,,,550,57,,625,48,124,119,,,0,0,,70,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",631,1866,2021.03.28 22:00:05
"Ohio ",47,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,34,,0,0,0,0,59,,0,61,,,,0,0,0,0,0,,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",63,196,2021.03.28 22:00:05
"Orange ",267,119,57,64,61,51,61,29,21,,,,,,0,0,0,0,0,0,0,82,31,72,189,,,0,,,370,,,384,32,110,88,,,0,0,,27,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",386,1244,2021.03.28 22:00:05
"Owen ",238,103,35,47,57,47,43,33,30,25,,,,0,0,0,0,0,0,0,0,80,31,76,136,,0,,,0,331,,,340,26,90,99,,,0,,,,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",341,1148,2021.03.28 22:00:05
"Parke ",143,50,28,23,31,21,24,,23,,,,,,,0,0,0,0,0,0,37,,28,94,,0,0,,0,174,,,189,21,62,39,,0,0,,,,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",193,954,2021.03.28 22:00:05
"Perry ",196,96,32,46,45,41,38,40,22,,,,,,,0,0,0,0,0,0,61,27,55,146,,,0,,,275,,,293,,112,59,,,0,0,0,24,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",293,965,2021.03.28 22:00:05
"Pike ",117,50,,34,,32,21,,,,,,0,0,0,0,0,0,0,0,0,37,,30,80,,0,0,,0,159,,,167,,42,35,,,0,,,,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",167,802,2021.03.28 22:00:05
"Porter ",1656,798,258,386,383,358,345,252,178,139,96,22,,,,0,0,0,0,0,0,378,167,376,1423,37,,,293,,1812,280,,2439,214,532,547,61,30,0,,50,207,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",2454,6650,2021.03.28 22:00:05
"Posey ",220,110,34,45,40,38,50,49,31,28,,,0,0,0,0,0,0,0,0,0,58,39,68,147,,0,,,0,308,,,329,,71,124,,,0,,,,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",330,983,2021.03.28 22:00:05
"Pulaski ",144,51,22,30,33,22,28,,,,,,0,0,0,0,0,,0,0,0,43,23,33,89,,,0,,0,178,,,194,,32,38,,0,0,0,,,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",195,571,2021.03.28 22:00:05
"Putnam ",329,136,62,58,66,64,79,53,30,22,,,,0,0,,0,0,0,0,0,89,30,96,234,,0,,,0,442,,,464,35,168,107,,,0,,,29,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",465,1528,2021.03.28 22:00:05
"Randolph ",283,165,51,78,82,64,65,29,30,24,,,,0,,0,0,0,0,0,0,78,34,81,241,,0,0,,0,417,,,448,,92,81,,,0,,,55,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",448,1192,2021.03.28 22:00:05
"Ripley ",301,125,56,67,88,48,66,40,34,,,,,0,,0,0,0,0,0,0,69,44,80,217,,,0,,,406,,,416,,49,97,,,0,,,97,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",426,1194,2021.03.28 22:00:05
"Rush ",203,80,30,53,39,51,36,23,,,,,0,0,0,0,0,0,0,0,0,63,29,49,140,,,0,,0,268,,0,276,,24,37,,,0,0,,68,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",283,808,2021.03.28 22:00:05
"Saint Joseph ",4234,1932,755,947,1079,842,790,582,435,332,213,64,,,,,,0,,0,0,688,444,673,4126,76,,33,2130,,3330,469,92,6074,525,1734,1249,114,100,0,29,41,505,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",6166,16834,2021.03.28 22:00:05
"Scott ",411,184,64,98,102,95,85,60,33,30,,,,0,0,0,0,0,0,0,0,113,48,100,310,,,,,0,570,,,588,30,89,79,,0,0,0,0,104,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",595,1600,2021.03.28 22:00:05
"Shelby ",554,270,89,127,137,123,102,66,74,48,28,,,0,0,0,0,0,0,0,0,119,91,156,433,,,,22,0,763,30,,801,25,81,169,,,0,,,163,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",824,2156,2021.03.28 22:00:05
"Spencer ",161,80,27,44,36,22,33,,23,,,,,,0,0,0,0,0,0,0,51,29,44,113,,0,0,,0,232,,,240,27,40,71,,,0,0,,,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",241,804,2021.03.28 22:00:05
"Starke ",284,141,40,60,61,62,58,48,40,30,,,,0,0,0,0,0,0,0,0,99,44,73,191,,,0,,0,400,,,424,24,84,89,,,0,0,,,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",425,1250,2021.03.28 22:00:05
"Steuben ",366,123,58,100,81,67,65,41,33,22,,,0,0,0,0,0,0,0,0,0,114,36,65,257,,,0,,0,456,,,486,40,100,86,,,0,,,59,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",489,1355,2021.03.28 22:00:05
"Sullivan ",282,115,53,70,58,60,51,43,22,,,,0,,0,0,0,0,0,0,0,77,29,82,196,,,0,,0,387,,,397,36,92,116,,,0,0,,30,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",397,1188,2021.03.28 22:00:05
"Switzerland ",133,49,,29,40,34,,,,,,0,0,0,0,0,0,0,0,0,0,33,,21,102,,0,,,0,172,,,177,,,35,,,0,0,0,29,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",182,476,2021.03.28 22:00:05
"Tippecanoe ",2253,934,456,632,562,426,358,232,172,132,101,23,,,,,0,,0,0,0,391,244,355,2064,30,,21,856,,2058,204,25,3138,284,950,818,65,38,0,,28,281,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",3187,8689,2021.03.28 22:00:05
"Tipton ",147,63,24,33,36,31,37,,,,,,0,0,0,0,0,0,0,0,0,36,,41,114,,,0,,,188,,,209,,40,35,,,0,,,21,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",210,586,2021.03.28 22:00:05
"Union ",81,31,,27,,,,,,,,,0,0,0,0,0,0,0,0,0,33,,,53,,0,0,,,106,,0,106,,,33,,0,0,0,,23,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",112,363,2021.03.28 22:00:05
"Vanderburgh ",3355,1708,608,741,763,777,662,513,368,285,167,57,,,,0,0,,0,0,,532,387,825,3140,76,,28,1126,,3662,108,53,5010,367,1437,1565,152,64,0,,110,289,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",5063,13191,2021.03.28 22:00:05
"Vermillion ",182,77,29,48,48,25,42,25,21,,,,,0,0,0,0,0,0,0,0,46,31,48,129,,,0,,0,249,,,259,39,99,50,,0,0,0,,,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",259,954,2021.03.28 22:00:05
"Vigo ",2048,1001,466,495,504,415,371,263,222,140,97,25,,,,,,0,0,0,,429,210,516,1780,43,,,394,0,2513,68,32,3037,225,1007,659,78,56,0,,148,314,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",3049,8501,2021.03.28 22:00:05
"Wabash ",293,129,53,62,62,69,57,44,27,25,,,0,0,0,0,0,0,0,0,0,73,41,86,207,,,,,0,395,,,422,38,48,105,,0,0,0,,49,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",422,1249,2021.03.28 22:00:05
"Warren ",67,24,,,,,,,,,,,0,,0,0,0,0,0,0,0,,,,45,,0,0,,0,88,0,,91,,,33,,,0,0,,,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",91,314,2021.03.28 22:00:05
"Warrick ",567,211,88,115,115,119,113,73,57,39,26,,,0,,0,,0,0,0,0,145,93,156,366,,0,,28,0,720,,,775,84,168,229,30,,0,,25,54,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",779,2217,2021.03.28 22:00:05
"Washington ",386,160,52,84,99,81,73,49,40,35,,,0,,0,0,0,0,0,0,0,126,40,112,250,,,0,,0,527,,,542,38,70,96,,,0,,,82,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",546,1696,2021.03.28 22:00:05
"Wayne ",1004,530,242,227,241,244,172,144,112,66,46,,,,,0,0,0,0,0,0,219,129,189,939,25,,,138,0,1298,38,,1490,69,263,211,30,,0,,28,326,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",1535,4308,2021.03.28 22:00:05
"Wells ",247,77,50,75,39,41,26,31,26,,,,,0,0,0,0,0,0,0,0,82,26,68,140,,0,0,,0,300,,,322,22,34,92,,,0,0,,41,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",324,979,2021.03.28 22:00:05
"White ",236,100,42,47,58,48,47,34,21,22,,,,,0,0,0,0,0,0,0,73,24,56,168,,0,0,,,312,,,335,21,50,73,,,0,0,,26,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",336,972,2021.03.28 22:00:05
"Whitley ",253,103,33,59,49,56,52,40,21,23,,,0,,0,0,0,0,0,0,0,56,32,67,193,,,,,0,322,,,355,29,88,53,,,0,0,,40,"9","During the last 4 weeks, have you been actively looking for work?","Actively seeking work last 4 weeks?",356,1090,2021.03.28 22:00:05
"Adams ",345,111,66,84,69,49,41,31,22,29,,,,,,,,,,0,0,98,29,85,224,,,0,,0,403,30,0,453,46,96,115,,,0,,,56,"10","In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?","Engage in regular exercise?",456,1066,2021.03.28 22:00:05
"Allen ",6742,2210,1183,1511,1421,1097,983,680,597,462,398,186,89,37,,21,,,,0,,1584,521,1000,5430,180,,482,2693,,4722,776,87,8409,986,2230,1860,288,174,0,43,269,1047,"10","In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?","Engage in regular exercise?",8952,20940,2021.03.28 22:00:05
"Bartholomew ",1099,377,140,232,242,194,165,108,102,86,76,35,,,,,,0,0,0,0,319,115,267,704,50,0,,60,0,1269,83,,1432,99,233,342,39,23,0,,,274,"10","In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?","Engage in regular exercise?",1476,3837,2021.03.28 22:00:05
"Benton ",136,45,,23,24,27,23,21,,,,,0,0,0,0,0,,0,0,0,50,,26,77,,0,0,0,0,169,,0,180,,57,54,,,0,,,,"10","In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?","Engage in regular exercise?",181,391,2021.03.28 22:00:05
"Blackford ",207,89,36,44,48,36,28,24,,24,,,,,,,0,,0,0,0,86,,39,139,,,0,,0,284,,,296,,74,86,,,0,0,,32,"10","In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?","Engage in regular exercise?",296,701,2021.03.28 22:00:05
"Boone ",631,306,79,164,143,132,82,91,49,81,50,24,,,,,,0,0,0,0,211,65,164,426,27,,,41,0,841,34,,925,173,304,252,28,22,0,,,77,"10","In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?","Engage in regular exercise?",937,1965,2021.03.28 22:00:05
"Brown ",172,71,,36,32,25,25,,22,,,,,,,0,,0,0,0,0,70,,38,97,,0,0,,,234,,0,242,26,50,59,,,0,,,30,"10","In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?","Engage in regular exercise?",243,616,2021.03.28 22:00:05
"Carroll ",232,75,33,38,48,41,38,32,,,,,,,0,0,,0,0,0,0,86,22,59,125,,0,,,0,285,,0,305,35,89,59,,,0,,,39,"10","In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?","Engage in regular exercise?",307,709,2021.03.28 22:00:05
"Cass ",555,184,93,124,103,93,84,63,44,43,41,,,0,,,,,0,0,0,167,66,109,361,21,,,26,,615,70,,712,56,226,154,,,0,,,83,"10","In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?","Engage in regular exercise?",739,1646,2021.03.28 22:00:05
"Clark ",1795,575,264,338,337,305,248,212,188,157,134,64,25,,,,,,0,0,0,455,170,381,1246,69,,,373,,1784,81,25,2303,204,499,399,52,24,0,,27,453,"10","In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?","Engage in regular exercise?",2370,6354,2021.03.28 22:00:05
